created_at,favorite_count,id_str,in_reply_to_user_id_str,is_retweet,retweet_count,source,text
Mon Oct 16 12:57:50 +0000 2017,96816,919910256624447493,,False,19613,Twitter for iPhone,"The U.S. has gained more than 5.2 trillion dollars in Stock Market Value since Election Day! Also, record business enthusiasm."
Mon Oct 16 12:54:49 +0000 2017,92771,919909494200528897,,False,20216,Twitter for iPhone,"Since Election Day on November 8, the Stock Market is up more than 25%, unemployment is at a 17 year low &amp; companies are coming back to U.S."
Mon Oct 16 12:49:27 +0000 2017,77093,919908143475412993,,False,21065,Twitter for iPhone,"Dem Senator Schumer hated the Iran deal made by President Obama, but now that I am involved, he is OK with it. Tell that to Israel, Chuck!"
Mon Oct 16 12:21:49 +0000 2017,57644,919901190376259586,25073877,False,12973,Twitter for iPhone,The Democrats only want to increase taxes and obstruct. That's all they are good at!
Mon Oct 16 12:17:10 +0000 2017,58127,919900022409449474,,False,12938,Twitter for iPhone,Art Laffer just said that he doesn't know how a Democrat could vote against the big tax cut/reform bill and live with themselves!  @FoxNews
Mon Oct 16 00:55:02 +0000 2017,0,919728356765073408,,True,5589,Twitter for iPhone,RT @ABCNewsRadio: Global fund championed by Ivanka Trump to help women entrepreneurs begins operations https://t.co/jUmsY3ON4x https://t.co…
Mon Oct 16 00:49:41 +0000 2017,0,919727009797951488,,True,5884,Twitter for iPhone,RT @mike_pence: .@EdWGillespie is fighting to grow the economy &amp; cut taxes! He’s fighting for a safer VA. And he’s is fighting for affordab…
Sun Oct 15 13:46:27 +0000 2017,77543,919560102725738498,,False,14897,Twitter for iPhone,"...approvals of The Keystone XL &amp; Dakota Access pipelines. Also, look at the recent EPA cancelations &amp; our great new Supreme Court Justice!"
Sun Oct 15 13:25:05 +0000 2017,60798,919554724512387072,,False,12861,Twitter for iPhone,"The Failing @nytimes, in a story by Peter Baker, should have mentioned the rapid terminations by me of TPP &amp; The Paris Accord &amp; the fast...."
Sat Oct 14 23:22:04 +0000 2017,0,919342572526559232,,True,4510,Twitter for iPhone,"RT @FoxNews: TONIGHT on ""Justice,"" @JudgeJeanine talks to special guests @EricTrump and @LaraLeaTrump - Tune in at 9p ET on Fox News Channe…"
Sat Oct 14 21:29:38 +0000 2017,0,919314277177192448,,True,5848,Twitter for iPhone,RT @EricTrump: .@LaraLeaTrump and I look forward to being on @JudgeJeanine tonight at 9pm! @FoxNews #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t…
Sat Oct 14 21:28:34 +0000 2017,0,919314010587230208,,True,7978,Twitter for iPhone,RT @mike_pence: We are heading to Virginia. Looking forward to supporting my friend @EdWGillespie. He will make a great Governor for the Co…
Sat Oct 14 21:27:22 +0000 2017,71175,919313707355787264,,False,16003,Twitter for iPhone,The Democrats in the Southwest part of Virginia have been abandoned by their Party. Republican Ed Gillespie will never let you down!
Sat Oct 14 11:27:00 +0000 2017,118617,919162619889704961,,False,22827,Twitter for iPhone,Very proud of my Executive Order which will allow greatly expanded access and far lower costs for HealthCare. Millions of people benefit!
Sat Oct 14 11:18:49 +0000 2017,84508,919160558712172544,,False,18450,Twitter for iPhone,"Health Insurance stocks, which have gone through the roof during the ObamaCare years, plunged yesterday after I ended their Dems windfall!"
Sat Oct 14 11:12:16 +0000 2017,0,919158911164444672,,True,11422,Twitter for iPhone,"RT @realDonaldTrump: ""Consumer confidence soars to highest level since 2004""
📈https://t.co/RvxCPAFI2A https://t.co/U8MS9K45fX"
Sat Oct 14 11:08:32 +0000 2017,0,919157971627724800,,True,6965,Twitter for iPhone,RT @RightlyNews: @realDonaldTrump @LouDobbs Trust in the media is at the lowest level in all of U.S. history. The American people see throu…
Sat Oct 14 11:08:00 +0000 2017,0,919157838106300416,,True,5126,Twitter for iPhone,RT @RightlyNews: @realDonaldTrump @LouDobbs It is NOT a coincidence that the economy boomed immediately after the 2016 election.
Sat Oct 14 01:31:20 +0000 2017,68504,919012714827145216,,False,16039,Twitter for iPhone,"Such a wonderful statement from the great @LouDobbs. ""We take up what may be the most accomplished presidency in modern American history."""
Sat Oct 14 01:17:54 +0000 2017,61481,919009334016856065,,False,12409,Twitter for iPhone,"ObamaCare is causing such grief and tragedy for so many. It is being dismantled but in the meantime, premiums &amp; deductibles are way up!"
Sat Oct 14 01:10:55 +0000 2017,69168,919007577681354752,,False,15845,Twitter for iPhone,"Money pouring into Insurance Companies profits, under the guise of ObamaCare, is over. They have made a fortune.
Dems must get smart &amp; deal!"
Sat Oct 14 01:02:48 +0000 2017,54519,919005534883328000,,False,11325,Twitter for iPhone,"Many people talking, with much agreement, on my Iran speech today. Participants in the deal are making lots of money on trade with Iran!"
Sat Oct 14 00:53:59 +0000 2017,70090,919003314674634752,,False,14106,Twitter for iPhone,Starting to develop a much better relationship with Pakistan and its leaders. I want to thank them for their cooperation on many fronts.
Fri Oct 13 22:01:57 +0000 2017,41603,918960024256434176,,False,10666,Media Studio,#WeeklyAddress🇺🇸 https://t.co/riqEiBNwk2
Fri Oct 13 18:09:00 +0000 2017,66875,918901399080935424,,False,17647,Media Studio,"Today, I announced our strategy to confront the Iranian regime’s hostile actions and to ensure that they never acquire a nuclear weapon. https://t.co/N4ISdjuEdC"
Fri Oct 13 17:41:36 +0000 2017,48865,918894502185787392,,False,11415,Twitter for iPhone,"""Consumer confidence soars to highest level since 2004""
📈https://t.co/RvxCPAFI2A https://t.co/U8MS9K45fX"
Fri Oct 13 17:07:15 +0000 2017,80176,918885859230875649,,False,21151,Twitter for iPhone,"In America, we don't worship government - we worship God. 
#ValuesVotersSummit https://t.co/YQ3iDlWylK"
Fri Oct 13 16:30:28 +0000 2017,73286,918876603148652544,,False,16683,Twitter for iPhone,"I have no greater privilege than to serve as your Commander-in-Chief. HAPPY BIRTHDAY to the incredible men and women @USNavy!
#242NavyBday https://t.co/qcdB4U8CqA"
Fri Oct 13 12:01:02 +0000 2017,63491,918808798059483136,,False,11949,Twitter for iPhone,"The wonderful people of Puerto Rico, with their unmatched spirit, know how bad things were before the H's. I will always be with them!"
Fri Oct 13 11:51:30 +0000 2017,93291,918806396875010048,,False,22858,Twitter for iPhone,"Hard to believe that the Democrats, who have gone so far LEFT that they are no longer recognizable, are fighting so hard for Sanctuary crime"
Fri Oct 13 11:14:12 +0000 2017,76367,918797009133465600,,False,15485,Twitter for iPhone,ObamaCare is a broken mess. Piece by piece we will now begin the process of giving America the great HealthCare it deserves!
Fri Oct 13 11:10:30 +0000 2017,51866,918796079243677696,,False,11885,Twitter for iPhone,"Sadly, they and others are Fake News, and the public is just beginning to figure it out! https://t.co/8B8AyA7V1s"
Fri Oct 13 11:07:39 +0000 2017,0,918795362122465280,,True,15602,Twitter for iPhone,RT @billoreilly: A free press is vital to protecting all Americans. A corrupt press damages the Republic.
Fri Oct 13 09:36:54 +0000 2017,64283,918772522983874561,,False,14207,Twitter for iPhone,The Democrats ObamaCare is imploding. Massive subsidy payments to their pet insurance companies has stopped. Dems should call me to fix!
Fri Oct 13 01:18:23 +0000 2017,68837,918647067224035334,,False,16514,Media Studio,"It is time to take care of OUR COUNTRY, to rebuild OUR COMMUNITIES, and to protect our GREAT AMERICAN WORKERS! #TaxReform https://t.co/FEjGjT4xp9"
Fri Oct 13 00:12:59 +0000 2017,87857,918630610167529472,,False,22416,Twitter for iPhone,People are just now starting to find out how dishonest and disgusting (FakeNews) @NBCNews is. Viewers beware. May be worse than even @CNN!
Thu Oct 12 20:19:32 +0000 2017,50217,918571860308254720,,False,11002,Twitter for iPhone,"Happy #NationalFarmersDay!
📸https://t.co/dN39R1IMlA https://t.co/QbUG1pztaI"
Thu Oct 12 18:17:40 +0000 2017,68294,918541193037967361,,False,15614,Media Studio,"We need a tax system that is FAIR to working FAMILIES &amp; that encourages companies to STAY in AMERICA, GROW in AMERICA, and HIRE in AMERICA! https://t.co/DdI1yWi7YZ"
Thu Oct 12 17:06:26 +0000 2017,52052,918523263554412544,,False,12853,Media Studio,"The time has come to take action to IMPROVE access, INCREASE choices, and LOWER COSTS for HEALTHCARE! 
➡️https://t.co/mz5fdveTVh https://t.co/dDZLsKuNSe"
Thu Oct 12 12:45:29 +0000 2017,80734,918457595618365441,,False,16941,Twitter for iPhone,The Fake News Is going all out in order to demean and denigrate! Such hatred!
Thu Oct 12 11:07:00 +0000 2017,64982,918432809282342912,,False,13433,Twitter for iPhone,"...We cannot keep FEMA, the Military &amp; the First Responders, who have been amazing (under the most difficult circumstances) in P.R. forever!"
Thu Oct 12 10:58:53 +0000 2017,50926,918430769776914432,,False,10164,Twitter for iPhone,...accountability say the Governor. Electric and all infrastructure was disaster before hurricanes. Congress to decide how much to spend....
Thu Oct 12 10:49:42 +0000 2017,47405,918428456869916672,,False,10197,Twitter for iPhone,"""Puerto Rico survived the Hurricanes, now a financial crisis looms largely of their own making."" says Sharyl Attkisson. A total lack of....."
Thu Oct 12 10:04:11 +0000 2017,37718,918417002733154305,,False,6731,Twitter for iPhone,Clips from tax speech and @seanhannity on @foxandfriends now. Have a great day!
Thu Oct 12 00:55:52 +0000 2017,0,918279015928037377,,True,10406,Twitter for iPhone,RT @realDonaldTrump: I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!
Thu Oct 12 00:40:57 +0000 2017,60730,918275261011038210,,False,13520,Media Studio,"In even the darkest moments, the light of our people has shown through their goodness, their courage and their love. #USA🇺🇸 https://t.co/8JK8aM2a1L"
Thu Oct 12 00:17:37 +0000 2017,0,918269386997321730,,True,7042,Twitter for iPhone,RT @realDonaldTrump: I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!
Thu Oct 12 00:09:42 +0000 2017,87960,918267396493922304,,False,20348,Twitter for iPhone,"Network news has become so partisan, distorted and fake that licenses must be challenged and, if appropriate, revoked. Not fair to public!"
Wed Oct 11 23:56:08 +0000 2017,31715,918263984029085697,,False,5611,Twitter for iPhone,Joining @SeanHannity tonight at 9pmE on @FoxNews. Enjoy! https://t.co/RCfiJus5Rw
Wed Oct 11 23:28:49 +0000 2017,56587,918257107182473216,,False,12276,Twitter for iPhone,"We need a tax system that is FAIR to working families &amp; that encourages companies to STAY in America, GROW in America, and HIRE in America🇺🇸 https://t.co/u9ZgijgLE3"
Wed Oct 11 21:32:07 +0000 2017,57891,918227740700102657,,False,10407,Twitter for iPhone,I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!
Wed Oct 11 21:18:49 +0000 2017,27928,918224393062551552,,False,5082,Twitter for iPhone,"Join me LIVE at 5:45pmE from Harrisburg, Pennsylvania! 
#TaxReform #USA🇺🇸
https://t.co/fDUEMpRTcE https://t.co/1mMjl1HNpl"
Wed Oct 11 19:50:03 +0000 2017,0,918202052102279170,,True,14904,Twitter for iPhone,RT @realDonaldTrump: Happy to announce we are awarding $1M to Las Vegas - in order to help local law enforcement working OT to respond to l…
Wed Oct 11 19:49:21 +0000 2017,114117,918201878479073280,,False,19130,Twitter for iPhone,Happy to announce we are awarding $1M to Las Vegas - in order to help local law enforcement working OT to respond to last Sunday’s tragedy.
Wed Oct 11 13:55:44 +0000 2017,99249,918112884630093825,,False,23284,Twitter for iPhone,"With all of the Fake News coming out of NBC and the Networks, at what point is it appropriate to challenge their License? Bad for country!"
Wed Oct 11 13:45:22 +0000 2017,73826,918110279367643137,,False,18962,Twitter for iPhone,"Fake @NBCNews made up a story that I wanted a ""tenfold"" increase in our U.S. nuclear arsenal. Pure fiction, made up to demean. NBC = CNN!"
Wed Oct 11 10:47:10 +0000 2017,105174,918065431939829760,,False,20408,Twitter for iPhone,It is about time that Roger Goodell of the NFL is finally demanding that all players STAND for our great National Anthem-RESPECT OUR COUNTRY
Wed Oct 11 10:36:37 +0000 2017,84312,918062778522505216,,False,19401,Twitter for iPhone,"The Democrats want MASSIVE tax increases &amp; soft, crime producing borders.The Republicans want the biggest tax cut in history &amp; the WALL!"
Wed Oct 11 10:31:18 +0000 2017,74375,918061437750267904,,False,15430,Twitter for iPhone,It would be really nice if the Fake News Media would report the virtually unprecedented Stock Market growth since the election.Need tax cuts
Wed Oct 11 10:26:50 +0000 2017,54905,918060313748164608,,False,11212,Twitter for iPhone,"...if Congress gives us the massive tax cuts (and reform) I am asking for, those numbers will grow by leaps and bounds. #MAGA"
Wed Oct 11 10:21:15 +0000 2017,79314,918058910673760258,,False,18196,Twitter for iPhone,"Stock Market has increased by 5.2 Trillion dollars since the election on November 8th, a 25% increase. Lowest unemployment in 16 years and.."
Wed Oct 11 01:21:43 +0000 2017,77256,917923131003719681,,False,15932,Twitter for iPhone,"...fired. This story is totally made up by the dishonest media.The Chief is doing a FANTASTIC job for me and, more importantly, for the USA!"
Wed Oct 11 01:15:26 +0000 2017,69502,917921548677328896,,False,16058,Twitter for iPhone,"The Fake News is at it again, this time trying to hurt one of the finest people I know, General John Kelly, by saying he will soon be....."
Tue Oct 10 23:29:47 +0000 2017,66095,917894963832246272,,False,14143,Twitter for iPhone,"My great honor to host the 2017 back-to-back #StanleyCup Champion Pittsburgh Penguins at the WH with @FLOTUS today!
https://t.co/qyT4bcHVuR https://t.co/rBwGmhMnPX"
Tue Oct 10 13:34:58 +0000 2017,0,917745272448602115,,True,7440,Twitter for iPhone,RT @IsraelUSAforevr: @realDonaldTrump  https://t.co/dBvwKDdesD
Tue Oct 10 12:50:55 +0000 2017,62413,917734186848579584,,False,14669,Twitter for iPhone,"The Failing @nytimes set Liddle' Bob Corker up by recording his conversation. Was made to sound a fool, and that's what I am dealing with!"
Tue Oct 10 12:13:54 +0000 2017,58333,917724872905777155,,False,11411,Twitter for iPhone,"Highly respected author, Christopher Bedford, just came out with book, ""The Art of the Donald, Lessons from America's...."" Really good book!"
Tue Oct 10 10:42:23 +0000 2017,95652,917701841466593280,,False,20210,Twitter for iPhone,"With Jemele Hill at the mike, it is no wonder ESPN ratings have ""tanked,"" in fact, tanked so badly it is the talk of the industry!"
Tue Oct 10 10:30:28 +0000 2017,99677,917698839846576130,,False,22622,Twitter for iPhone,"Since Congress can't get its act together on HealthCare, I will be using the power of the pen to give great HealthCare to many people - FAST"
Tue Oct 10 10:18:34 +0000 2017,86752,917695847063805952,,False,22242,Twitter for iPhone,"The problem with agreeing to a policy on immigration is that the Democrats don't want secure borders,they don't care about safety for U.S.A."
Tue Oct 10 10:13:47 +0000 2017,138388,917694644481413120,,False,32459,Twitter for iPhone,"Why is the NFL getting massive tax breaks while at the same time disrespecting our Anthem, Flag and Country? Change tax law!"
Tue Oct 10 02:31:49 +0000 2017,0,917578384800124929,,True,16640,Twitter for iPhone,RT @IvankaTrump: .@realDonaldTrump stock market rally is close to becoming the greatest in 85 years https://t.co/5WlZa82Mij
Tue Oct 10 02:30:46 +0000 2017,1787,917578120819068928,,False,474,Twitter for iPhone,We have just begun! https://t.co/x8pSdEB2Ur
Tue Oct 10 01:51:32 +0000 2017,166116,917568245854605313,,False,34557,Twitter for iPhone,"A big salute to Jerry Jones, owner of the Dallas Cowboys, who will BENCH players who disrespect our Flag.""Stand for Anthem or sit for game!"""
Mon Oct 09 18:35:04 +0000 2017,69189,917458408927842305,,False,16500,Twitter for iPhone,"""President Donald J. Trump Proclaims October 9, 2017, as #ColumbusDay"" https://t.co/cbQRst4lN4"
Mon Oct 09 11:05:13 +0000 2017,109311,917345200414035969,,False,20791,Twitter for iPhone,The trip by @VP Pence was long planned. He is receiving great praise for leaving game after the players showed such disrespect for country!
Mon Oct 09 10:50:34 +0000 2017,107533,917341511754436609,,False,21479,Twitter for iPhone,"Our country has been unsuccessfully dealing with North Korea for 25 years, giving billions of dollars &amp; getting nothing. Policy didn't work!"
Sun Oct 08 23:58:43 +0000 2017,75617,917177470532636672,,False,14656,Twitter for iPhone,"""The Republican Party is racking up record amounts of small dollar donations - fueled by Trump supporters.....""   @nypost  Thank you!"
Sun Oct 08 23:37:34 +0000 2017,78014,917172144710103040,,False,19880,Media Studio,Nobody could have done what I’ve done for #PuertoRico with so little appreciation. So much work! https://t.co/k2jAkIpfjI
Sun Oct 08 20:51:57 +0000 2017,80627,917130468025348096,,False,18418,Twitter for iPhone,"Bob Corker gave us the Iran Deal, &amp; that's about it. We need HealthCare, we need Tax Cuts/Reform, we need people that can get the job done!"
Sun Oct 08 19:51:06 +0000 2017,0,917115154504077313,,True,4454,Twitter for iPhone,RT @opinionsamerica: @realDonaldTrump Strong administration leads to a strong response.
Sun Oct 08 19:49:32 +0000 2017,66259,917114761057357824,,False,11653,Twitter for iPhone,FEMA and first responders are working hard (yet again) on Hurricane Nate. Military helping. Very much under control!
Sun Oct 08 18:16:16 +0000 2017,135146,917091286607433728,,False,28144,Twitter for iPhone,"I asked @VP Pence to leave stadium if any players kneeled, disrespecting our country. I am proud of him and @SecondLady Karen."
Sun Oct 08 14:13:19 +0000 2017,66385,917030148867682304,,False,13716,Twitter for iPhone,"...Hence, I would fully expect Corker to be a negative voice and stand in the way of our great agenda. Didn't have the guts to run!"
Sun Oct 08 14:09:00 +0000 2017,60890,917029060471152640,,False,12830,Twitter for iPhone,"..my endorsement). He also wanted to be Secretary of State, I said ""NO THANKS."" He is also largely responsible for the horrendous Iran Deal!"
Sun Oct 08 13:59:58 +0000 2017,69266,917026789188399105,,False,15186,Twitter for iPhone,"Senator Bob Corker ""begged"" me to endorse him for re-election in Tennessee. I said ""NO"" and he dropped out (said he could not win without..."
Sun Oct 08 13:49:11 +0000 2017,36467,917024076165734401,,False,6541,Twitter for iPhone,"#LasVegasStrong #USA🇺🇸
🎥https://t.co/4iGwdL4kia"
Sun Oct 08 12:41:44 +0000 2017,0,917007101519650817,,True,18242,Twitter for iPhone,RT @realDonaldTrump: More and more people are suggesting that Republicans (and me) should be given Equal Time on T.V. when you look at the…
Sat Oct 07 21:41:01 +0000 2017,75987,916780428253687808,,False,12180,Twitter for iPhone,Leaving the White House for the Great State of North Carolina. Big progress being made on many fronts!
Sat Oct 07 20:33:31 +0000 2017,60168,916763438805848066,,False,12503,Twitter for iPhone,Thanks for your support! https://t.co/iqUM1RfQso
Sat Oct 07 19:45:10 +0000 2017,75919,916751271960436737,,False,17797,Twitter for iPhone,"...hasn't worked, agreements violated before the ink was dry, makings fools of U.S. negotiators. Sorry, but only one thing will work!"
Sat Oct 07 19:40:17 +0000 2017,72835,916750042014404608,,False,17900,Twitter for iPhone,"Presidents and their administrations have been talking to North Korea for 25 years, agreements made and massive amounts of money paid......"
Sat Oct 07 19:31:42 +0000 2017,35789,916747884716011521,,False,7596,Twitter for iPhone,Will be joining @GovMikeHuckabee tonight at 8pmE on @TBN. Enjoy! https://t.co/Y5hGPpYZfl
Sat Oct 07 14:04:39 +0000 2017,66371,916665576940097536,,False,14110,Twitter for iPhone,"Our great team at @FEMA is prepared for #HurricaneNate. Everyone in LA, MS, AL, and FL please listen to your local authorities &amp; be safe!"
Sat Oct 07 13:24:48 +0000 2017,73624,916655548623413248,,False,15842,Twitter for iPhone,".@NBCNews is so knowingly inaccurate with their reporting. The good news is that the PEOPLE get it, which is really all that matters! Not #1"
Sat Oct 07 12:17:47 +0000 2017,69224,916638685914951680,,False,12847,Twitter for iPhone,"I called Chuck Schumer yesterday to see if the Dems want to do a great HealthCare Bill. ObamaCare is badly broken, big premiums. Who knows!"
Sat Oct 07 12:04:05 +0000 2017,93933,916635236238274561,,False,18243,Twitter for iPhone,More and more people are suggesting that Republicans (and me) should be given Equal Time on T.V. when you look at the one-sided coverage?
Sat Oct 07 12:00:18 +0000 2017,75482,916634286811435008,,False,14619,Twitter for iPhone,"Late Night host are dealing with the Democrats for their very ""unfunny"" &amp; repetitive material, always anti-Trump! Should we get Equal Time?"
Sat Oct 07 11:11:50 +0000 2017,66977,916622087606980609,,False,12411,Twitter for iPhone,"...contributions. The RNC is taking in far more $'s than the Dems, and much of it by my wonderful small donors. I am working hard for them!"
Sat Oct 07 11:05:56 +0000 2017,67198,916620603741868032,,False,13579,Twitter for iPhone,"Can't believe I finally got a good story in the @washingtonpost. It discusses the enthusiasm of ""Trump"" voters through campaign...."
Fri Oct 06 02:16:32 +0000 2017,0,916124989736308736,,True,12211,Twitter for iPhone,RT @FoxBusiness: #StockAlert: U.S. markets since the election https://t.co/1kwamJuizO
Fri Oct 06 02:15:36 +0000 2017,0,916124754620420097,,True,8629,Twitter for iPhone,RT @Scavino45: .@POTUS @realDonaldTrump in the Oval Office w/senior U.S. military leaders prior to dinner hosted by the President &amp; First L…
Fri Oct 06 01:58:27 +0000 2017,92535,916120435762266114,,False,25717,Twitter for iPhone,"Ralph Northam,who is running for Governor of Virginia,is fighting for the violent MS-13 killer gangs &amp; sanctuary cities.  Vote Ed Gillespie!"
Thu Oct 05 11:50:56 +0000 2017,79704,915907150333009920,,False,18744,Twitter for iPhone,Rex Tillerson never threatened to resign. This is Fake News put out by @NBCNews. Low news and reporting standards. No verification from me.
Thu Oct 05 11:09:50 +0000 2017,157404,915896809536589824,,False,36546,Twitter for iPhone,Stock Market hits an ALL-TIME high! Unemployment lowest in 16 years! Business and manufacturing enthusiasm at highest level in decades!
Thu Oct 05 10:59:40 +0000 2017,93316,915894251967385600,,False,23334,Twitter for iPhone,Why Isn't the Senate Intel Committee looking into the Fake News Networks in OUR country to see why so much of our news is just made up-FAKE!
Thu Oct 05 10:46:02 +0000 2017,59426,915890821228048385,,False,10819,Twitter for iPhone,Thank you! https://t.co/YMuqSvvTSB
Thu Oct 05 10:44:19 +0000 2017,100016,915890389269254145,,False,15342,Twitter for iPhone,"So wonderful to be in Las Vegas yesterday and meet with people, from police to doctors to the victims themselves, who I will never forget!"
Thu Oct 05 10:34:12 +0000 2017,0,915887841896484866,,True,6346,Twitter for iPhone,"RT @ABC: Pres. Trump: ""We cannot be defined by the evil that threatens us or the violence that incites such terror."" https://t.co/eduBJDysI…"
Thu Oct 05 10:31:39 +0000 2017,0,915887200767758337,,True,10040,Twitter for iPhone,"RT @Scavino45: .@POTUS &amp; @FLOTUS w/ @LVMPD Officer Cook, 2nd day on job, received gunshot wound to the right chest &amp; right arm, saving live…"
Thu Oct 05 10:31:24 +0000 2017,0,915887139048574976,,True,8296,Twitter for iPhone,RT @Scavino45: .@POTUS @realDonaldTrump and @FLOTUS Melania visit with @UMCSN patient Tiffany Huizarin Las Vegas earlier today. #VegasStron…
Thu Oct 05 10:30:40 +0000 2017,0,915886953194770433,,True,11288,Twitter for iPhone,RT @FoxNews: Geraldo Blasts 'Fake News' Reports About Trump's Visit to Puerto Rico https://t.co/9jO0D3BMvE
Thu Oct 05 01:08:28 +0000 2017,111141,915745470689005573,,False,23561,Twitter for iPhone,"On behalf of a GRATEFUL NATION, THANK YOU to all of the First Responders (HEROES) who saved countless lives in Las Vegas on Sunday night. https://t.co/ZxuMYWnNHv"
Wed Oct 04 23:36:37 +0000 2017,96428,915722355757985792,,False,23468,Twitter for iPhone,WE LOVE YOU LAS VEGAS! https://t.co/nxRWeR1gEz
Wed Oct 04 15:49:17 +0000 2017,91338,915604746936967168,,False,13699,Twitter for iPhone,I will be landing in Las Vegas shortly to pay my respects with @FLOTUS Melania. Everyone remains in our thoughts and prayers.
Wed Oct 04 15:18:28 +0000 2017,69909,915596990674849792,,False,18225,Twitter for iPhone,The @NBCNews story has just been totally refuted by Sec. Tillerson and @VP Pence. It is #FakeNews. They should issue an apology to AMERICA!
Wed Oct 04 14:47:53 +0000 2017,95643,915589297096536065,,False,21975,Twitter for iPhone,NBC news is #FakeNews and more dishonest than even CNN. They are a disgrace to good reporting. No wonder their news ratings are way down!
Wed Oct 04 11:29:43 +0000 2017,157255,915539424406114304,,False,38432,Twitter for iPhone,"Wow, so many Fake News stories today. No matter what I do or say, they will not write or speak truth. The Fake News Media is out of control!"
Wed Oct 04 10:25:58 +0000 2017,88295,915523382686478337,,False,14940,Twitter for iPhone,"A great day in Puerto Rico yesterday. While some of the news coverage is Fake, most showed great warmth and friendship."
Wed Oct 04 00:53:10 +0000 2017,66953,915379231454003200,,False,14309,Twitter for iPhone,My Administration will continue to work around the clock with Governor @RicardoRossello &amp; his team. Great progress being made! #PRStrong🇵🇷 https://t.co/1aL9YrwTvC
Wed Oct 04 00:28:24 +0000 2017,0,915372999385198592,,True,8574,Twitter for iPhone,RT @PressSec: .@POTUS and @FLOTUS meet w/ some of America's finest on the USS Kearsarge off the coast of PR. https://t.co/sR3Jd6rvNK
Wed Oct 04 00:27:11 +0000 2017,0,915372694060830721,,True,11139,Twitter for iPhone,RT @seanhannity: Tonight the truth about how despicable the media and the left are in America today. We will name names. 9 est Hannity Fox…
Wed Oct 04 00:26:36 +0000 2017,0,915372545704173570,,True,8271,Twitter for iPhone,RT @IvankaTrump: 3/4: This Administration is deeply committed to those who serve &amp; their families who make it possible through their love a…
Wed Oct 04 00:25:34 +0000 2017,0,915372286575816705,,True,8211,Twitter for iPhone,RT @billoreilly: FNC dominated ratings last night. MSNBC-disaster demonstrating folks don't trust the network. https://t.co/rryWmyXe7C toni…
Wed Oct 04 00:24:02 +0000 2017,0,915371898774618112,,True,14844,Twitter for iPhone,RT @Jenniffer2012: Thank you @realDonaldTrump for all the help you are providing for Puerto Rico. We’re are grateful and happy to welcome y…
Wed Oct 04 00:20:48 +0000 2017,104356,915371086249971712,,False,16656,Twitter for iPhone,"It is a ""miracle"" how fast the Las Vegas Metropolitan Police were able to find the demented shooter and stop him from even more killing!"
Tue Oct 03 23:02:51 +0000 2017,59757,915351470354108417,,False,12299,Twitter for iPhone,"So proud of @FEMA, Military, and First Responders! Thank you! https://t.co/kWVMqVelri"
Tue Oct 03 21:59:58 +0000 2017,38977,915335645719121920,,False,7410,Twitter for iPhone,Great meeting with Governor Mapp of the #USVI. He is very thankful for the great job done by @FEMA and First Responders. https://t.co/AtBGEpDF9C
Tue Oct 03 21:22:19 +0000 2017,74460,915326171063242752,,False,13863,Twitter for iPhone,Leaving Puerto Rico now for D.C. Will be in Las Vegas early tomorrow to pay my respects. Everyone is in my thoughts and prayers. https://t.co/dBvZUIUfr0
Tue Oct 03 11:40:47 +0000 2017,212403,915179824012042241,,False,43026,Twitter for iPhone,I am so proud of our great Country. God bless America!
Mon Oct 02 11:11:37 +0000 2017,317744,914810093874671617,,False,75476,Twitter for iPhone,My warmest condolences and sympathies to the victims and families of the terrible Las Vegas shooting. God bless you!
Mon Oct 02 01:22:34 +0000 2017,69743,914661855947366406,,False,12152,Media Studio,Congratulations to #TeamUSA🇺🇸🏆on your great @PresidentsCup victory! https://t.co/fZeP1e9mo7
Sun Oct 01 19:01:19 +0000 2017,188927,914565910798782465,,False,47699,Twitter for iPhone,"Being nice to Rocket Man hasn't worked in 25 years, why would it work now? Clinton failed, Bush failed, and Obama failed. I won't fail."
Sun Oct 01 14:31:15 +0000 2017,62997,914497947517227008,25073877,False,14060,Twitter for iPhone,"...Save your energy Rex, we'll do what has to be done!"
Sun Oct 01 14:30:59 +0000 2017,102671,914497877543735296,,False,25389,Twitter for iPhone,"I told Rex Tillerson, our wonderful Secretary of State, that he is wasting his time trying to negotiate with Little Rocket Man..."
Sun Oct 01 12:30:17 +0000 2017,75918,914467502251528192,,False,14147,Twitter for iPhone,...for safety. Thank you to the Governor of P.R. and to all of those who are working so closely with our First Responders. Fantastic job!
Sun Oct 01 12:26:26 +0000 2017,80679,914466534365569025,,False,16034,Twitter for iPhone,...people are now starting to recognize the amazing work that has been done by FEMA and our great Military. All buildings now inspected.....
Sun Oct 01 12:22:14 +0000 2017,81847,914465475777695744,,False,18284,Twitter for iPhone,"We have done a great job with the almost impossible situation in Puerto Rico. Outside of the Fake News or politically motivated ingrates,..."
Sun Oct 01 12:05:25 +0000 2017,0,914461244702232577,,True,17122,Twitter for iPhone,"RT @SLandinSoCal: When you kneel for our #NationalAnthem, you aren't protesting a specific issue, you are protesting our Nation and EVERYTH…"
